nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Franconville,52,100,48
Flin,383,400,17
Vaudeville,189,200,11
Bazailles,163,200,37
Viéville-en-Haye,167,200,33
Thiaville-sur-Meurthe,479,500,21
Bernécourt,169,200,31
Landres,886,900,14
Erbéviller-sur-Amezule,89,100,11
Montreux,60,100,40
Pannes,185,200,15
Montauville,1167,1200,33
Tramont-Lassus,83,100,17
Val-et-Châtillon,656,700,44
Dommarie-Eulmont,78,100,22
Malzéville,8094,8200,106
Épiez-sur-Chiers,186,200,14
Boucq,384,400,16
Grosrouvres,53,100,47
Longlaville,2450,2500,50
Pulnoy,4486,4500,14
Pulney,67,100,33
Ancerviller,254,300,46
Diarville,499,500,1
Houdemont,2368,2400,32
Gézoncourt,173,200,27
Allain,476,500,24
Anderny,289,300,11
Burthecourt-aux-Chênes,92,100,8
Serres,256,300,44
Batilly,1276,1300,24
Méhoncourt,256,300,44
Tanconville,93,100,7
Dampvitoux,65,100,35
Varangéville,3953,4100,147
Jarville-la-Malgrange,9385,9400,15
Étreval,64,100,36
Boncourt,189,200,11
Gélaucourt,58,100,42
Doncourt-lès-Longuyon,290,300,10
Labry,1679,1700,21
Blénod-lès-Pont-à-Mousson,4374,4400,26
Baslieux,574,600,26
Frémonville,196,200,4
Laronxe,388,400,12
Saint-Martin,74,100,26
Dieulouard,4558,4600,42
Vaudémont,80,100,20
Réclonville,74,100,26
Mandres-aux-Quatre-Tours,183,200,17
Marbache,1776,1800,24
Lesménils,485,500,15
Domptail-en-l'Air,66,100,34
Borville,96,100,4
Hannonville-Suzémont,289,300,11
Foug,2767,2800,33
Drouville,171,200,29
Dommartin-sous-Amance,257,300,43
Selaincourt,192,200,8
Buissoncourt,269,300,31
Veney,57,100,43
Sexey-aux-Forges,658,700,42
Athienville,165,200,35
Martincourt,95,100,5
Valhey,167,200,33
Saulxures-lès-Vannes,354,400,46
Saulxures-lès-Nancy,3884,3900,16
Saint-Boingt,77,100,23
Villerupt,9421,9500,79
Laître-sous-Amance,363,400,37
Errouville,786,800,14
Halloville,64,100,36
Saint-Maurice-aux-Forges,88,100,12
Eulmont,997,1000,3
Rozelieures,183,200,17
Rembercourt-sur-Mad,186,200,14
Goviller,393,400,7
Vallois,148,200,52
Waville,444,500,56
Bainville-sur-Madon,1349,1400,51
Bathelémont,60,100,40
Frouard,6693,6700,7
Landécourt,94,100,6
Villey-Saint-Étienne,1077,1100,23
Bauzemont,158,200,42
Gogney,47,100,53
Beaumont,68,100,32
Praye,268,300,32
Vilcey-sur-Trey,150,200,50
Bouxières-sous-Froidmont,280,300,20
Charey,74,100,26
Prény,374,400,26
Cons-la-Grandville,579,600,21
Leintrey,161,200,39
Sivry,254,300,46
Cerville,586,600,14
Fontenoy-la-Joûte,289,300,11
Rogéville,171,200,29
Giriviller,75,100,25
Richardménil,2487,2500,13
Saint-Baussant,70,100,30
Xivry-Circourt,264,300,36
Jeandelaincourt,784,800,16
Seranville,99,100,1
Béchamps,84,100,16
Xeuilley,771,800,29
Boismont,470,500,30
Nancy,105421,106400,979
Lucey,580,600,20
Leyr,956,1000,44
Parux,80,100,20
Tramont-Saint-André,54,100,46
Ochey,475,500,25
Aingeray,544,600,56
Réchicourt-la-Petite,78,100,22
Petit-Failly,82,100,18
Fléville-devant-Nancy,2360,2400,40
Mattexey,69,100,31
Vigneulles,273,300,27
Moutiers,1748,1800,52
Noviant-aux-Prés,260,300,40
Crion,84,100,16
Chaudeney-sur-Moselle,684,700,16
Jaulny,263,300,37
Bertrichamps,1077,1100,23
Anoux,277,300,23
Friauville,390,400,10
Hoéville,178,200,22
Blainville-sur-l'Eau,4013,4100,87
Sainte-Geneviève,188,200,12
Belleville,1474,1500,26
Mont-le-Vignoble,391,400,9
Custines,2950,3000,50
Tellancourt,571,600,29
Tremblecourt,197,200,3
Saint-Supplet,167,200,33
Mignéville,176,200,24
Chaligny,3086,3100,14
Essey-la-Côte,88,100,12
Ferrières,287,300,13
Fey-en-Haye,74,100,26
Lorey,99,100,1
Baccarat,4656,4700,44
Bonviller,185,200,15
Bey-sur-Seille,158,200,42
Pierre-la-Treiche,535,600,65
Saulnes,2350,2400,50
Saint-Mard,98,100,2
Tiercelet,660,700,40
Flirey,180,200,20
Saulxerotte,84,100,16
Saint-Clément,857,900,43
Mairy-Mainville,574,600,26
Fontenoy-sur-Moselle,366,400,34
Bures,71,100,29
Murville,244,300,56
Doncourt-lès-Conflans,1199,1200,1
Cirey-sur-Vezouze,1733,1800,67
Ogéviller,299,300,1
Frôlois,683,700,17
Thuilley-aux-Groseilles,479,500,21
Vaxainville,86,100,14
Jevoncourt,80,100,20
Pettonville,59,100,41
Pompey,4993,5100,107
Atton,780,800,20
Emberménil,270,300,30
Saint-Firmin,279,300,21
Vitrimont,380,400,20
Ludres,6463,6700,237
Saint-Julien-lès-Gorze,162,200,38
Repaix,81,100,19
Montigny-sur-Chiers,477,500,23
Ansauville,86,100,14
Flavigny-sur-Moselle,1746,1800,54
Fléville-Lixières,280,300,20
Pont-Saint-Vincent,1968,2000,32
Jaillon,353,400,47
Saint-Marcel,139,200,61
Mailly-sur-Seille,258,300,42
Longuyon,5577,5700,123
Thélod,265,300,35
Bralleville,182,200,18
Colmey,293,300,7
Verdenal,152,200,48
Brémoncourt,157,200,43
Blémerey,61,100,39
Baroches,373,400,27
Bréhain-la-Ville,298,300,2
Saint-Rémy-aux-Bois,72,100,28
Parroy,162,200,38
Gugney,80,100,20
Virecourt,455,500,45
Bouzanville,67,100,33
Autrey,174,200,26
Gélacourt,161,200,39
Velaine-sous-Amance,278,300,22
Neuviller-lès-Badonviller,91,100,9
Germonville,98,100,2
Heillecourt,5774,5900,126
Housséville,180,200,20
Lenoncourt,592,600,8
Lunéville,19740,20100,360
Essey-et-Maizerais,391,400,9
Clayeures,194,200,6
Villacourt,470,500,30
Seichamps,4981,5100,119
Lagney,490,500,10
Vandœuvre-lès-Nancy,30974,31100,126
Auboué,2589,2700,111
Reillon,60,100,40
Jeandelize,379,400,21
Grimonviller,97,100,3
Charmois,157,200,43
Dolcourt,92,100,8
Autreville-sur-Moselle,267,300,33
Villette,198,200,2
Hammeville,168,200,32
Méréville,1390,1400,10
Brainville,160,200,40
Toul,15693,16100,407
Mouacourt,87,100,13
Courbesseaux,270,300,30
Villers-lès-Nancy,14341,14800,459
Thumeréville,98,100,2
Montenoy,396,400,4
Andilly,289,300,11
Villers-en-Haye,180,200,20
Mars-la-Tour,968,1000,32
Saxon-Sion,70,100,30
Sexey-les-Bois,366,400,34
Domprix,65,100,35
Abaucourt,298,300,2
Amenoncourt,90,100,10
Ville-au-Montois,267,300,33
Ozerailles,157,200,43
Villers-le-Rond,95,100,5
Avillers,94,100,6
Tucquegnieux,2575,2600,25
Pagny-sur-Moselle,4041,4100,59
Homécourt,6322,6400,78
Villers-la-Montagne,1449,1500,51
Viviers-sur-Chiers,668,700,32
Ville-en-Vermois,595,600,5
Gye,195,200,5
Lamath,184,200,16
Colombey-les-Belles,1378,1400,22
Valleroy,2453,2500,47
Pagney-derrière-Barine,571,600,29
Gellenoncourt,67,100,33
Audun-le-Roman,2467,2500,33
Laxou,14812,14900,88
Hénaménil,169,200,31
Bezange-la-Grande,169,200,31
Art-sur-Meurthe,1292,1300,8
Buriville,71,100,29
Rigny-Saint-Martin,58,100,42
Montfaucon-d'Argonne,362,400,38
Vassincourt,284,300,16
Dun-sur-Meuse,720,800,80
Vigneul-sous-Montmédy,99,100,1
Raival,269,300,31
Loupmont,86,100,14
Couvertpuis,88,100,12
Juvigny-sur-Loison,265,300,35
Chauvoncourt,483,500,17
Nançois-le-Grand,59,100,41
Rouvrois-sur-Meuse,184,200,16
Behonne,670,700,30
Buxières-sous-les-Côtes,276,300,24
Kœur-la-Grande,171,200,29
Houdelaincourt,361,400,39
Ville-devant-Chaumont,56,100,44
Amanty,45,100,55
Laneuville-au-Rupt,188,200,12
Beausite,280,300,20
Iré-le-Sec,160,200,40
Érize-la-Petite,68,100,32
Le Neufour,78,100,22
Rambucourt,190,200,10
Velaines,923,1000,77
Dieue-sur-Meuse,1398,1400,2
Rumont,97,100,3
Cléry-le-Petit,191,200,9
Samogneux,76,100,24
Chattancourt,168,200,32
Gondrecourt-le-Château,1198,1200,2
Badonvilliers-Gérauvilliers,140,200,60
Julvécourt,68,100,32
Baudignécourt,77,100,23
Vallée,96,100,4
Osches,51,100,49
Heudicourt-sous-les-Côtes,182,200,18
Buzy-Darmont,568,600,32
Ambly-sur-Meuse,248,300,52
Le Claon,54,100,46
Bonzée,364,400,36
Trémont-sur-Saulx,649,700,51
Remoiville,152,200,48
Naives-en-Blois,166,200,34
Sommelonne,493,500,7
Consenvoye,288,300,12
Rupt-sur-Othain,56,100,44
Ancerville,2770,2800,30
Chardogne,296,300,4
Ippécourt,97,100,3
Latour-en-Woëvre,74,100,26
Baudrémont,54,100,46
Louppy-le-Château,164,200,36
Cléry-le-Grand,78,100,22
Merles-sur-Loison,166,200,34
Loison,99,100,1
Nantois,93,100,7
Seuzey,88,100,12
Monthairons,381,400,19
Pretz-en-Argonne,66,100,34
Lachalade,61,100,39
Neuville-lès-Vaucouleurs,189,200,11
Vadelaincourt,66,100,34
Fains-Véel,2255,2300,45
Maucourt-sur-Orne,60,100,40
Amel-sur-l'Étang,175,200,25
Braquis,94,100,6
Verdun,18513,19300,787
Lanhères,65,100,35
Vouthon-Haut,72,100,28
Landrecourt-Lempire,193,200,7
Commercy,6340,6400,60
Septsarges,50,100,50
Maizey,180,200,20
Boinville-en-Woëvre,70,100,30
Tilly-sur-Meuse,275,300,25
Stenay,2779,2800,21
Lachaussée,263,300,37
Bure,91,100,9
Montigny-lès-Vaucouleurs,76,100,24
Horville-en-Ornois,65,100,35
Manheulles,153,200,47
Vaucouleurs,2054,2100,46
Méligny-le-Petit,74,100,26
Azannes-et-Soumazannes,159,200,41
Froidos,92,100,8
Doncourt-aux-Templiers,73,100,27
Romagne-sous-Montfaucon,191,200,9
Villotte-sur-Aire,178,200,22
Han-sur-Meuse,269,300,31
Futeau,162,200,38
Montplonne,164,200,36
Génicourt-sur-Meuse,275,300,25
Woël,173,200,27
Beney-en-Woëvre,155,200,45
Eix,248,300,52
Richecourt,66,100,34
Mauvages,271,300,29
Brauvilliers,172,200,28
Rupt-devant-Saint-Mihiel,52,100,48
Fontaines-Saint-Clair,51,100,49
Martincourt-sur-Meuse,65,100,35
Broussey-en-Blois,59,100,41
Pintheville,93,100,7
Marre,165,200,35
Villers-lès-Mangiennes,77,100,23
Liny-devant-Dun,190,200,10
Épinonville,77,100,23
Abainville,298,300,2
Lion-devant-Dun,173,200,27
Trésauvaux,86,100,14
Saint-Aubin-sur-Aire,171,200,29
Biencourt-sur-Orge,134,200,66
Rupt-aux-Nonains,363,400,37
Remennecourt,64,100,36
Ranzières,70,100,30
Saint-Germain-sur-Meuse,265,300,35
Montzéville,171,200,29
Void-Vacon,1668,1700,32
Mangiennes,396,400,4
Saint-Joire,245,300,55
Guerpont,253,300,47
Èvres,86,100,14
Lamorville,284,300,16
Rambluzin-et-Benoite-Vaux,87,100,13
Nubécourt,277,300,23
Avillers-Sainte-Croix,63,100,37
Breux,267,300,33
Haudainville,962,1000,38
Laheycourt,384,400,16
Béthelainville,191,200,9
Ancemont,599,600,1
Vaux-devant-Damloup,70,100,30
Pagny-sur-Meuse,992,1000,8
Vouthon-Bas,62,100,38
Chaillon,96,100,4
Érize-la-Brûlée,178,200,22
Érize-Saint-Dizier,197,200,3
Thonne-le-Thil,282,300,18
Montblainville,66,100,34
Parfondrupt,52,100,48
Saint-Pierrevillers,160,200,40
Baâlon,263,300,37
Halles-sous-les-Côtes,153,200,47
Tannois,397,400,3
Ménil-sur-Saulx,271,300,29
Foameix-Ornel,195,200,5
Varnéville,53,100,47
Beauclair,83,100,17
Bréhéville,182,200,18
Beaufort-en-Argonne,153,200,47
Foucaucourt-sur-Thabas,56,100,44
Nepvant,58,100,42
Tréveray,635,700,65
Bazincourt-sur-Saulx,151,200,49
Nant-le-Grand,63,100,37
Ugny-sur-Meuse,99,100,1
Cierges-sous-Montfaucon,58,100,42
Neuville-en-Verdunois,74,100,26
Sivry-la-Perche,256,300,44
Châtillon-sous-les-Côtes,164,200,36
Nettancourt,276,300,24
Sauvoy,62,100,38
Abaucourt-Hautecourt,99,100,1
Montsec,86,100,14
Mogeville,74,100,26
Duzey,49,100,51
Clermont-en-Argonne,1567,1600,33
Sepvigny,81,100,19
Bislée,61,100,39
Olizy-sur-Chiers,191,200,9
Herbeuville,180,200,20
Fromezey,53,100,47
Vittarville,87,100,13
Girauvoisin,75,100,25
Peuvillers,64,100,36
Malancourt,86,100,14
Charny-sur-Meuse,560,600,40
Combles-en-Barrois,863,900,37
Sivry-sur-Meuse,376,400,24
Saint-Hilaire-en-Woëvre,192,200,8
Erneville-aux-Bois,175,200,25
Lérouville,1487,1500,13
Moulins-Saint-Hubert,174,200,26
Jametz,263,300,37
Vavincourt,488,500,12
Xivray-et-Marvoisin,89,100,11
Tronville-en-Barrois,1568,1600,32
Ligny-en-Barrois,4307,4500,193
Bannoncourt,173,200,27
Brandeville,170,200,30
Montiers-sur-Saulx,450,500,50
Savonnières-devant-Bar,482,500,18
Billy-sous-Mangiennes,394,400,6
Lavincourt,75,100,25
Sauvigny,262,300,38
Nant-le-Petit,84,100,16
Loisey-Culey,453,500,47
Dieppe-sous-Douaumont,180,200,20
Savonnières-en-Perthois,460,500,40
Villers-sous-Pareid,64,100,36
Milly-sur-Bradon,173,200,27
Saint-Amand-sur-Ornain,69,100,31
Seigneulles,192,200,8
Éparges,75,100,25
Nantillois,63,100,37
Demange-aux-Eaux,545,600,55
Saint-Laurent-sur-Othain,496,500,4
Villotte-devant-Louppy,153,200,47
Vaudeville-le-Haut,69,100,31
Thierville-sur-Meuse,3071,3100,29
Aulnois-en-Perthois,490,500,10
Vadonville,255,300,45
Brillon-en-Barrois,596,600,4
Dompierre-aux-Bois,45,100,55
Gincrey,63,100,37
Nançois-sur-Ornain,388,400,12
Heippes,71,100,29
Fresnes-en-Woëvre,744,800,56
Lahaymeix,90,100,10
Silmont,185,200,15
Burey-la-Côte,83,100,17
Waly,62,100,38
Ronvaux,92,100,8
Lavoye,157,200,43
Paroches,396,400,4
Saint-Remy-la-Calonne,81,100,19
Dommartin-la-Montagne,67,100,33
Saint-André-en-Barrois,58,100,42
Ourches-sur-Meuse,195,200,5
Méligny-le-Grand,97,100,3
Dompcevrin,329,400,71
Thonne-la-Long,266,300,34
Véry,89,100,11
Broussey-Raulecourt,253,300,47
Saint-Mihiel,4620,4800,180
Revigny-sur-Ornain,3098,3200,102
Kœur-la-Petite,299,300,1
Neuville-sur-Ornain,354,400,46
Mognéville,389,400,11
Val-d'Ornain,988,1000,12
Dagonville,82,100,18
Villers-devant-Dun,60,100,40
Marchéville-en-Woëvre,79,100,21
Brixey-aux-Chanoines,79,100,21
Reffroy,66,100,34
Dainville-Bertheléville,157,200,43
Maulan,98,100,2
Brouennes,155,200,45
Chaumont-sur-Aire,162,200,38
Varennes-en-Argonne,661,700,39
Rigny-la-Salle,387,400,13
Chonville-Malaumont,168,200,32
Récourt-le-Creux,75,100,25
Chauvency-le-Château,270,300,30
Marville,561,600,39
Aincreville,85,100,15
Jouy-en-Argonne,55,100,45
Récicourt,168,200,32
Vaudoncourt,68,100,32
Neulliac,1485,1500,15
Île-d'Arz,247,300,53
Gestel,2594,2600,6
Auray,12322,12500,178
Quéven,8798,8800,2
La Gacilly,2222,2300,78
Theix,6736,6800,64
Carnac,4295,4400,105
Ploërdut,1234,1300,66
Pleugriffet,1192,1200,8
Lorient,57204,58100,896
Locmariaquer,1661,1700,39
Saint-Thuriau,1892,1900,8
Gourin,4084,4100,16
Billio,396,400,4
Lizio,682,700,18
Buléon,487,500,13
Saint-Malo-des-Trois-Fontaines,564,600,36
Port-Louis,2718,2900,182
Malestroit,2488,2500,12
Sauzon,897,900,3
Vannes,52515,53000,485
Le Saint,642,700,58
Guéhenno,794,800,6
Lanester,22219,22500,281
Saint-Caradec-Trégomel,480,500,20
Concoret,756,800,44
La Trinité-Porhoët,716,800,84
Pleucadeuc,1799,1800,1
Île-d'Houat,251,300,49
Kergrist,648,700,52
Arzon,2112,2200,88
Béganne,1387,1400,13
Ploemeur,17805,18200,395
Radenac,989,1000,11
Bono,2176,2200,24
Missiriac,1078,1100,22
Larmor-Plage,8334,8400,66
Saint-Malo-de-Beignon,484,600,116
Sainte-Hélène,1093,1100,7
Étel,2077,2100,23
Croixanvec,152,200,48
Josselin,2501,2600,99
Plouay,5284,5300,16
Lanouée,1690,1700,10
Inguiniel,2086,2100,14
Saint-Aignan,660,700,40
Sainte-Brigitte,166,200,34
Saint-Pierre-Quiberon,2158,2200,42
Gâvres,737,800,63
Néant-sur-Yvel,988,1000,12
Guer,6193,6200,7
Évriguet,179,200,21
Le Faouët,2866,2900,34
Brignac,187,200,13
Guern,1422,1500,78
Plescop,4696,4700,4
Saint-Martin-sur-Oust,1276,1300,24
Rochefort-en-Terre,660,700,40
Monterrein,387,400,13
Saint-Léry,181,200,19
Ménéac,1586,1700,114
Mohon,985,1000,15
Groix,2253,2300,47
Belz,3497,3500,3
Saint-Servant,778,800,22
Tréal,659,700,41
Crach,3283,3300,17
Silfiac,454,500,46
Remungol,959,1000,41
Juvelize,87,100,13
Aboncourt-sur-Seille,71,100,29
Ajoncourt,91,100,9
Guinzeling,76,100,24
Behren-lès-Forbach,8193,8500,307
Loutzviller,159,200,41
Bazoncourt,494,500,6
Ippling,785,800,15
Blies-Ébersing,596,600,4
Henridorff,658,700,42
Lidrezing,88,100,12
Maizières-lès-Vic,491,500,9
Beyren-lès-Sierck,482,500,18
Château-Salins,2422,2500,78
Fribourg,170,200,30
Volmunster,864,900,36
Guermange,92,100,8
Bourgaltroff,283,300,17
Barst,563,600,37
Manom,2642,2700,58
Saint-Quirin,783,800,17
Ibigny,97,100,3
Féy,596,600,4
Foulcrey,191,200,9
Beux,274,300,26
Mécleuves,1162,1200,38
Morhange,3772,3800,28
Oberdorff,361,400,39
Laumesfeld,252,300,48
Merschweiller,183,200,17
Yutz,16171,16200,29
Danne-et-Quatre-Vents,598,600,2
Montois-la-Montagne,2364,2400,36
Pettoncourt,291,300,9
Bellange,57,100,43
Nelling,289,300,11
Morsbach,2581,2600,19
Bisten-en-Lorraine,259,300,41
Rolbing,279,300,21
Pournoy-la-Chétive,657,700,43
Boulange,2290,2300,10
Donjeux,97,100,3
Hultehouse,353,400,47
Insviller,197,200,3
Lixheim,585,600,15
Moncheux,149,200,51
Saint-Louis,683,700,17
Petit-Réderching,1495,1500,5
Hanviller,248,300,52
Bébing,162,200,38
Waldhouse,391,400,9
Ranguevaux,774,800,26
Nitting,464,500,36
Budling,174,200,26
Alzing,445,500,55
Etting,760,800,40
Berling,291,300,9
Gavisse,592,600,8
Viller,191,200,9
Launstroff,258,300,42
Montbronn,1678,1700,22
Sarraltroff,767,800,33
Soucht,1178,1200,22
Romelfing,365,400,35
Pierrevillers,1495,1500,5
Le Ban-Saint-Martin,4252,4400,148
Veckersviller,275,300,25
Pournoy-la-Grasse,580,600,20
Elzange,779,800,21
Bouzonville,4132,4200,68
Ay-sur-Moselle,1540,1600,60
Charleville-sous-Bois,259,300,41
Uckange,6906,7300,394
Zarbeling,67,100,33
Jussy,485,500,15
Forbach,21510,21800,290
Montdidier,64,100,36
Villing,497,500,3
Le Val-de-Guéblange,863,900,37
Saulny,1492,1500,8
Rosselange,2897,3000,103
Rohrbach-lès-Bitche,2126,2200,74
Landange,248,300,52
Nousseviller-lès-Bitche,150,200,50
Momerstroff,288,300,12
Wœlfling-lès-Sarreguemines,691,700,9
Gondrexange,482,500,18
Vry,547,600,53
Vic-sur-Seille,1344,1400,56
Lesse,192,200,8
Pontpierre,774,800,26
Brouck,83,100,17
Orny,371,400,29
Kerbach,1188,1200,12
Illange,1979,2000,21
L'Hôpital,5434,5500,66
Burlioncourt,178,200,22
Alsting,2638,2700,62
Heining-lès-Bouzonville,489,500,11
Holacourt,68,100,32
Marthille,184,200,16
Jury,1129,1200,71
Kappelkinger,399,400,1
Plesnois,775,800,25
Fossieux,160,200,40
Pévange,52,100,48
Racrange,633,700,67
Vionville,175,200,25
Aube,260,300,40
Metz,120738,122800,2062
Chailly-lès-Ennery,348,400,52
Guébestroff,65,100,35
Diffembach-lès-Hellimer,375,400,25
Montoy-Flanville,1115,1200,85
Novéant-sur-Moselle,1961,2000,39
Pouilly,673,700,27
Sillegny,449,500,51
Vaxy,149,200,51
Puzieux,173,200,27
Conthil,179,200,21
Hombourg-Haut,7440,7900,460
Angevillers,1270,1300,30
Frauenberg,547,600,53
Veckring,680,700,20
Rhodes,93,100,7
Vergaville,566,600,34
Maizery,199,200,1
Jouy-aux-Arches,1561,1600,39
Harreberg,391,400,9
Hommert,356,400,44
Frémery,63,100,37
Vœlfling-lès-Bouzonville,181,200,19
Héming,499,500,1
Garde,188,200,12
Silly-sur-Nied,679,700,21
Chenois,63,100,37
Rémelfing,1448,1500,52
Avricourt,698,700,2
Petite-Rosselle,6593,6700,107
Tarquimpol,68,100,32
Riche,189,200,11
Failly,562,600,38
Altviller,565,600,35
Hangviller,281,300,19
Obervisse,158,200,42
Valmunster,93,100,7
Mondorff,575,600,25
Lommerange,285,300,15
Foville,93,100,7
Oudrenne,747,800,53
Nébing,371,400,29
Sarreinsming,1294,1300,6
Ogy,563,600,37
Frémestroff,295,300,5
Thionville,41015,41100,85
Teting-sur-Nied,1379,1400,21
Sarrebourg,12565,12900,335
Obreck,52,100,48
Moncourt,83,100,17
Guinglange,299,300,1
Languimberg,186,200,14
Tincry,181,200,19
Belles-Forêts,251,300,49
Solgne,1060,1100,40
Scy-Chazelles,2726,2800,74
Inglange,397,400,3
Guenviller,671,700,29
Réchicourt-le-Château,595,600,5
Niderhoff,297,300,3
Jallaucourt,162,200,38
Etzling,1136,1200,64
Coin-sur-Seille,294,300,6
Hottviller,595,600,5
Diesen,1092,1100,8
Moyenvic,371,400,29
Filstroff,869,900,31
Chicourt,87,100,13
Rustroff,546,600,54
Glatigny,280,300,20
Achain,83,100,17
Meisenthal,716,800,84
Terville,6445,6500,55
Menskirch,155,200,45
Dalem,660,700,40
Kemplich,158,200,42
Wuisse,62,100,38
Puttelange-aux-Lacs,3147,3200,53
Flévy,570,600,30
Mégange,182,200,18
Hundling,1358,1400,42
Moyeuvre-Grande,7939,8100,161
Bannay,83,100,17
Château-Bréhain,76,100,24
Carling,3655,3700,45
Laneuveville-lès-Lorquin,97,100,3
Dieuze,3780,3800,20
Betting,881,900,19
Folkling,1358,1400,42
Mittelbronn,665,700,35
Philippsbourg,596,600,4
Vittoncourt,393,400,7
Destry,90,100,10
Laning,550,600,50
Helstroff,472,500,28
Kirschnaumen,469,500,31
Roupeldange,378,400,22
Bourdonnay,260,300,40
Chieulles,386,400,14
Malroy,386,400,14
Salonnes,173,200,27
Mouterhouse,289,300,11
Bitche,5319,5500,181
Augny,2233,2300,67
Richeling,356,400,44
Laneuveville-en-Saulnois,274,300,26
Lemoncourt,74,100,26
Many,261,300,39
Reyersviller,371,400,29
Lostroff,72,100,28
Dornot,196,200,4
Domnom-lès-Dieuze,96,100,4
Longeville-lès-Saint-Avold,3794,3800,6
Bionville-sur-Nied,375,400,25
Guerting,879,900,21
Rosbruck,764,800,36
Laudrefang,364,400,36
Varsberg,952,1000,48
Albestroff,642,700,58
Schorbach,576,600,24
Ottange,2696,2700,4
Zilling,270,300,30
Puttigny,75,100,25
Baudrecourt,184,200,16
Dolving,377,400,23
Rombas,9937,10100,163
Coume,684,700,16
Farébersviller,5741,5900,159
Vahl-lès-Faulquemont,245,300,55
Saint-Avold,16273,16600,327
Villers-sur-Nied,84,100,16
Bickenholtz,75,100,25
Monneren,391,400,9
Marsal,260,300,40
Cuvry,753,800,47
Rorbach-lès-Dieuze,58,100,42
Vatimont,332,400,68
Kédange-sur-Canner,1085,1100,15
Voimhaut,266,300,34
Breidenbach,346,400,54
Nilvange,4839,4900,61
Virming,265,300,35
Ham-sous-Varsberg,2778,2800,22
Bining,1194,1200,6
Saint-Epvre,164,200,36
Plappeville,2135,2200,65
Servigny-lès-Raville,360,400,40
Ancerville,268,300,32
Bezange-la-Petite,92,100,8
Hettange-Grande,7489,7500,11
Sarreguemines,21540,22000,460
Dannelbourg,489,500,11
Vernéville,581,600,19
Fraquelfing,86,100,14
Vilsberg,365,400,35
Aboncourt,387,400,13
Breistroff-la-Grande,591,600,9
Hertzing,190,200,10
Landroff,288,300,12
Fresnes-en-Saulnois,184,200,16
Mainvillers,268,300,32
Goetzenbruck,1699,1700,1
